record,uuid,date,s2,s3,s4,s5r1,s5r2,s5r3,s5r4,s5r5,s5r6,s5r7,s6,s6r22oe,origcat,state,akc,alc,arc,azc,cac,coc,ctc,dec,flc,gac,hic,iac,idc,ilc,inc,ksc,kyc,lac,mac,mec,mdc,mic,mnc,moc,msc,mtc,ncc,ndc,nec,nhc,nmc,nvc,njc,nyc,ohc,okc,orc,pac,ric,scc,sdc,tnc,txc,utc,vac,vtc,wac,wic,wvc,wyc,s9,educat,s10,q1,q2,splitassignment1,pipeq3r1,pipeq3r2,pipeq3none,q3,q3r8oe,pipeq4r3,pipeq4r2,pipeq4none,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q5,q6,q7,q8r1,q8r2,q8r3,q8r4,q8r5,q8r6,q8r7,q8r8,q8r9,q8r10,q8r11,q8r12,q9,q10,q11,q12,q13,q14r1,q14r2,q14r3,q14r4,q14r5,q15,q16,q17r1,q18,q19,q20r1,q20r2,q20r3,q20r4,q20r5,q21,q71,q22,q23,q24,q25,q26,q27,q28,q29r1,q29r2,q29r3,q29r4,q29r5,q29r6,q30r1,q30r2,q30r3,q30r4,q30r5,q30r6,q30r7,q30r8,oaxaca_treatments,q31,q32,q33,q34,q35r1,q35r2,q35r3,q35r4,q35r5,q36,q37,q37r8oe,q38,q38r8oe,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48,q49,q50r1,q50r2,q50r3,q50r4,q50r5,q50r6,q50r7,q50r7oe,q51,q52r1,q52r2,q52r3,q52r4,q52r5,q52r6,q52r7,q52r8,q52r9,q52r10,q52r11,q52r12,q52r13,q52r14,q72,q53a,q53b,q54,q55,q56r1,q56r2,q56r3,q56r4,q56r5,q56r6,q56r7,q56r8,q56r9,q57,q58,q59,q60,q61,q62,q63r1,q63r2,q63r3,q63r4,q63r5,q63r6,q63r7,q64,q65,q66,q67,q68r1,q68r2,q68r3,q68r4,q68r5,q68r6,q68r7,q68r8,q69r1,q69r2,q69r3,q69r4,q69r5,q69r6,q69r7,q69r8,q69r9,q69r10,q69r11,q69r12,q69r13,q69r14,q69r15,q69r16,q69r17,q69r18,q69r19,q69r20,q69r21,q69r22,q69r23,q69r24,q69r25,q69r26,q69r27,q69r28,q69r29,q69r30,q69r31,q69r32,q69r31oe,q70,vlist,qtime,vmobiledevice,vmobileos,start_date,declang,weight
4003,"mrqpnd4jnmaaqzgs",02may2025 11:50:00,4,2,2,0,1,0,0,0,0,0,7,"",4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,6,3,2,4,2,1,1,0,0,3,"",1,0,0,1,2,1,1,3,1,3,1,1,1,,2,0,0,0,0,0,0,0,0,1,0,,0,5,4,3,2,,0,0,0,0,1,3,1,4,3,4,0,0,0,0,1,3,3,1,5,2,,2,3,3,2,3,3,2,2,2,0,0,0,0,1,0,0,0,2,2,3,3,3,0,0,0,0,1,5,3,"",,"",2,3,3,3,3,4,3,2,1,1,3,,,,,,,,"",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,,0,0,0,0,0,0,0,0,1,,2,7,2,3,4,1,0,0,0,0,0,0,,4,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","77099",3,709.83,1,2,02may2025 11:38:00,"spanish",.9030715
4013,"gvhz6wpy9m5gfyfd",02may2025 12:45:00,5,2,2,0,1,0,0,0,0,0,11,"",2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,4,2,2,36,2,1,1,0,0,3,"",1,0,0,3,3,3,3,3,1,3,3,3,4,,1,0,0,0,0,0,0,1,0,0,0,,0,1,5,5,1,,1,0,0,0,0,3,3,7,3,4,0,0,0,0,1,2,1,1,1,3,,4,1,4,3,3,3,3,3,3,0,0,1,1,0,0,0,0,4,5,5,1,4,0,0,0,1,0,5,3,"",,"",2,2,1,1,2,5,5,1,1,3,1,1,1,1,0,0,0,0,"",2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,,,0,0,0,0,0,0,0,0,1,,3,1,2,1,4,0,1,0,0,0,0,0,,2,1,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","11373",2,1797.39,1,1,02may2025 12:14:00,"spanish",1.192054
4025,"vhx5qx3s9v9w7nxh",02may2025 12:54:00,2,2,2,0,1,0,0,0,0,0,7,"",4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,5,2,2,2,1,2,0,1,0,4,"",0,1,0,2,2,2,2,2,2,3,2,2,,4,1,0,0,0,0,0,0,1,0,0,1,,0,5,2,2,,4,1,0,0,0,0,2,1,7,1,4,0,0,0,0,1,3,3,1,1,,1,3,6,2,2,2,3,2,2,2,0,0,1,0,0,0,0,0,1,1,1,2,2,1,0,0,0,0,4,,"",4,"",3,1,2,1,3,5,5,4,4,1,3,,,,,,,,"",,0,1,1,0,1,0,1,0,0,1,0,1,1,0,3,2,1,2,1,0,0,0,0,0,0,0,0,1,,2,2,2,2,4,1,0,0,0,0,0,0,,2,2,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","77060",3,817.73,1,1,02may2025 12:38:00,"spanish",.7224572
4027,"p6h2x7cbzp1kbw0x",02may2025 13:22:00,4,1,2,0,1,0,0,0,0,0,13,"",1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,31,2,1,1,0,0,1,"",1,0,0,3,2,2,2,2,2,3,2,2,1,,2,0,0,0,0,0,0,0,0,0,,0,1,5,2,2,2,,0,0,0,0,1,1,1,4,1,5,0,0,0,0,1,1,4,1,1,1,,4,4,3,1,2,2,1,2,2,0,0,0,0,0,1,0,0,3,3,1,2,5,1,0,0,0,0,5,1,"",,"",2,1,2,2,4,5,3,4,3,1,3,,,,,,,,"",,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,2,2,1,0,0,0,0,0,0,0,0,1,,3,13,1,2,4,0,0,0,0,1,0,0,1,2,1,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","28212",1,2156.45,6,6,02may2025 12:40:00,"english",.9581161
4038,"w7nw8pmywp5hmfre",02may2025 16:20:00,4,1,2,1,1,0,0,0,0,0,13,"",1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,7,3,2,31,2,1,1,0,0,4,"",1,0,0,1,1,1,1,1,1,1,1,1,4,,2,0,0,1,1,0,1,1,0,0,0,,0,2,2,2,2,,0,1,0,0,0,2,2,6,1,2,0,1,0,0,0,1,1,1,2,2,,2,4,3,1,1,1,1,1,2,1,1,0,0,0,0,1,0,3,2,2,1,2,1,0,0,0,0,2,1,"",,"",2,2,2,2,2,4,4,2,2,2,1,0,1,0,1,0,0,0,"",2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,2,1,1,2,0,0,1,0,0,0,1,0,0,1,3,10,1,1,1,0,1,0,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","98105",3,11995.21,5,6,02may2025 12:55:00,"english",1.024723
4052,"vsbdgagaebrecnu0",02may2025 16:18:00,4,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,35,2,2,0,1,0,3,"",0,1,0,3,3,3,3,3,3,3,3,3,,3,1,0,0,0,0,0,0,0,0,0,0,,1,3,5,5,,5,0,1,0,0,0,4,2,7,1,4,0,0,0,0,1,1,1,5,5,,2,3,3,3,1,2,2,2,2,2,0,0,0,0,0,0,1,0,2,2,1,1,5,1,0,0,0,0,6,,"",1,"",3,2,1,2,5,3,3,4,4,1,3,,,,,,,,"",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,1,,3,10,1,1,4,0,0,0,0,0,0,1,,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","90605",1,2896.16,6,6,02may2025 13:16:00,"english",1.007489
4056,"15b29r73aswb17t0",02may2025 13:29:00,3,1,2,0,1,0,0,0,0,0,7,"",4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,5,2,1,19,2,1,1,0,0,6,"",1,0,0,3,3,2,3,3,3,3,2,2,3,,2,0,0,0,0,0,1,0,0,1,,0,0,5,5,5,4,,1,0,0,0,0,2,1,6,3,4,0,0,0,0,1,1,4,2,5,3,,4,5,3,2,3,2,2,2,2,0,0,0,0,1,0,0,0,4,2,3,2,3,1,0,0,0,0,6,1,"",,"",2,2,1,2,5,5,5,3,2,3,3,,,,,,,,"",,1,1,0,0,1,0,1,0,0,0,1,1,1,0,3,4,0,,,1,0,0,0,0,0,1,0,0,1,3,7,1,1,4,1,0,0,0,0,0,0,1,2,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","75042",3,681.19,5,6,02may2025 13:18:00,"english",.5246582
4058,"dpc80fd0apmmxpwe",02may2025 13:54:00,4,1,2,0,1,0,0,0,0,0,13,"",1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,30,1,1,1,0,0,1,"",1,0,0,2,2,2,2,1,2,2,2,2,4,,2,0,0,0,0,0,0,0,0,0,1,,0,5,5,2,2,,0,1,0,0,0,1,1,7,2,3,0,0,0,0,1,3,1,3,3,2,,2,10,3,3,2,2,2,2,2,0,1,0,0,0,1,1,0,3,5,3,2,3,0,0,0,0,1,4,3,"",,"",3,3,2,2,2,3,3,1,1,2,3,,,,,,,,"",,1,0,0,1,1,0,1,0,1,1,1,1,1,0,2,3,1,2,2,0,0,0,0,0,0,0,0,1,,2,9,3,3,3,0,1,0,0,0,0,0,,3,,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","27563",1,1978.46,6,6,02may2025 13:20:00,"spanish",1.127195
4061,"vphd5c7gxwmr7y2w",02may2025 13:54:00,3,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,18,2,2,0,1,0,1,"",0,1,0,1,2,2,1,2,1,1,2,1,,1,2,0,0,0,0,0,0,0,0,0,0,,1,3,3,5,,5,0,0,1,0,0,2,1,4,3,4,0,0,0,0,1,3,1,3,1,,3,1,2,1,3,3,3,3,2,3,0,0,0,1,1,0,0,0,1,1,5,2,4,1,0,0,0,0,1,,"",4,"",4,2,2,1,1,5,5,1,2,2,2,0,0,0,0,0,1,0,"",3,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,2,1,3,2,1,1,0,0,0,0,1,0,0,4,2,4,2,1,2,0,0,0,1,1,1,0,,3,,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","93230",1,1792.34,6,6,02may2025 13:24:00,"spanish",.946844
4073,"cb0kqwv20shknx7p",02may2025 14:13:00,6,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,41,2,1,1,0,0,6,"",1,0,0,2,2,2,2,2,2,2,2,2,1,,1,0,0,0,0,0,0,0,0,0,,0,1,3,2,3,1,,0,0,1,0,0,1,1,7,2,3,1,0,0,0,0,1,1,1,4,1,,1,3,4,2,2,2,2,2,2,0,0,0,0,0,1,1,0,2,5,5,1,5,0,1,1,0,0,5,3,"",,"",3,1,3,4,4,3,2,4,4,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,,,0,0,0,0,0,0,0,0,1,,3,10,1,1,4,1,0,0,0,0,0,0,1,1,1,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","92571",1,1451.11,6,6,02may2025 13:45:00,"spanish",1.38328
4076,"88v8jh3s2xg805jp",02may2025 14:29:00,5,2,2,0,1,0,0,0,0,0,13,"",1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,4,2,1,46,2,2,0,1,0,6,"",0,1,0,2,2,1,1,2,2,1,1,2,,1,2,0,0,0,0,0,0,0,0,0,,1,0,5,2,5,,5,0,1,0,0,0,4,1,7,1,2,0,0,0,0,1,3,3,2,3,,1,2,3,4,2,2,2,2,2,2,0,0,0,0,0,1,0,0,4,4,3,3,2,0,0,0,0,1,4,,"",3,"",3,2,2,1,4,4,2,4,3,1,2,0,0,1,0,0,0,0,"",2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,1,,3,4,1,1,1,0,0,1,0,0,0,0,1,3,,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","78521",1,2372.13,6,6,02may2025 13:47:00,"english",.7829629
4077,"wpmn8sc9ez5vnx4y",02may2025 14:17:00,5,1,2,0,1,0,0,0,0,0,7,"",4,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,3,1,1,13,1,1,1,0,0,1,"",1,0,0,2,2,2,2,2,2,1,2,2,1,,2,0,0,0,0,0,0,0,0,1,,0,0,5,5,3,5,,0,0,0,1,0,3,2,7,2,4,0,0,0,0,1,1,1,1,2,1,,2,4,4,2,2,2,2,2,3,0,1,1,0,0,1,0,0,3,3,2,1,3,0,1,0,0,0,4,3,"",,"",2,2,2,2,3,5,5,2,2,1,3,,,,,,,,"",,1,1,0,1,1,0,1,0,0,1,1,1,1,0,2,4,0,,,0,0,0,0,0,0,0,0,1,,2,9,1,1,1,0,0,0,0,1,0,0,1,2,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","77706",3,1481.5,1,1,02may2025 13:48:00,"spanish",.9017563
4085,"h7bebffzqdw0yvkj",02may2025 14:54:00,5,1,2,0,1,0,0,0,0,0,4,"",3,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,6,3,1,61,2,2,0,1,0,3,"",0,1,0,2,2,2,2,3,2,2,3,2,,3,2,0,0,0,0,0,0,0,0,0,,0,1,5,4,4,,4,0,0,0,1,0,1,1,7,3,4,0,0,0,0,1,1,1,1,1,,2,3,20,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,3,5,5,1,4,0,0,0,0,1,1,,"",1,"",3,3,2,5,1,2,5,4,4,1,3,,,,,,,,"",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,1,1,1,1,1,1,1,1,0,6,3,13,1,2,3,1,0,0,0,0,0,0,1,4,,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","45140",1,406.76,6,6,02may2025 13:57:00,"english",.7685423
4089,"g4jaw4zx2mgsj33g",02may2025 14:25:00,5,2,2,0,1,0,0,0,0,0,7,"",4,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,6,3,2,3,2,2,0,1,0,3,"",0,1,0,3,2,3,2,3,1,2,1,2,,3,2,0,0,0,0,0,0,0,0,1,0,,0,5,5,2,,4,0,0,0,1,0,1,1,4,2,3,0,0,0,0,1,3,3,2,1,,2,4,1,3,2,2,2,2,2,2,0,0,0,0,0,1,0,0,2,3,3,3,2,0,0,0,0,1,2,,"",1,"",3,3,1,1,4,4,4,4,2,3,3,,,,,,,,"",,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,,,0,0,0,0,0,0,0,0,1,,1,5,2,4,4,1,0,0,0,0,0,0,,3,,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","29301",3,1234.34,5,6,02may2025 14:04:00,"spanish",.8278155
4093,"zdte35xnudu556gu",02may2025 14:44:00,6,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,26,2,2,0,1,0,1,"",0,1,0,2,2,2,2,2,2,2,2,2,,2,1,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,,3,0,0,1,0,0,1,1,7,2,4,0,0,0,0,1,1,1,1,1,,2,3,20,4,2,2,2,3,2,2,0,0,0,0,0,1,0,0,2,1,3,2,2,0,0,0,0,1,5,,"",3,"",2,3,3,2,4,5,3,4,4,1,2,0,0,0,0,0,1,0,"",2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,,,0,0,0,0,0,0,0,0,1,,3,2,3,4,4,1,0,0,0,0,0,0,1,2,2,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","92251",1,1184.11,6,6,02may2025 14:13:00,"spanish",1.38328
4096,"zjtqk17way0nvzxq",02may2025 14:57:00,4,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2,42,2,1,1,0,0,6,"",1,0,0,3,3,3,3,3,3,3,3,3,1,,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,2,,0,0,0,1,0,1,1,7,1,2,1,0,0,0,0,1,1,5,5,1,,2,4,3,2,1,2,2,2,2,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,6,9,"",,"",3,2,3,4,4,3,1,1,3,1,3,,,,,,,,"",,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,1,,3,12,1,1,4,0,0,0,0,0,1,0,,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","93730",1,1975.74,6,6,02may2025 14:22:00,"english",1.007489
4114,"v7az51540nrr4c3m",02may2025 15:10:00,3,2,2,0,1,0,0,0,0,0,13,"",1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,2,1,4,5,1,2,0,1,0,1,"",0,1,0,2,3,2,3,1,3,3,2,2,,3,2,0,0,0,0,0,1,0,0,1,0,,0,5,5,5,,3,0,0,0,1,0,3,2,7,2,4,0,0,0,0,1,3,4,3,1,,3,4,4,4,2,3,3,2,2,2,0,0,0,1,1,0,0,0,4,5,5,1,3,0,0,0,1,0,2,,"",3,"",2,1,2,1,2,4,3,1,1,2,3,,,,,,,,"",,0,1,0,1,1,0,0,0,1,0,1,1,0,0,2,2,3,1,1,1,1,0,0,1,0,0,0,0,1,2,5,2,2,4,0,0,0,0,0,0,1,,2,2,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","68107",3,1036.82,1,2,02may2025 14:53:00,"spanish",.8443719
4116,"xz6aczkry1htcsct",02may2025 15:09:00,3,2,2,0,1,0,0,0,0,0,13,"",1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,3,1,5,22,1,2,0,1,0,1,"",0,1,0,1,1,1,2,1,1,1,1,1,,1,1,0,0,0,0,0,0,0,1,1,0,,0,5,5,5,,5,0,1,0,0,0,3,3,4,2,4,0,0,0,0,1,2,3,1,1,,3,4,1,3,3,3,3,3,2,3,0,1,0,1,1,0,0,0,1,3,3,2,4,0,0,0,1,0,1,,"",4,"",3,2,1,1,2,5,3,1,1,2,3,,,,,,,,"",,1,0,0,1,1,0,0,0,0,1,0,1,1,0,2,3,2,2,2,0,0,0,0,0,0,0,0,1,,2,2,1,1,4,0,0,0,0,0,0,1,,3,,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","78576",3,796.72,1,2,02may2025 14:55:00,"spanish",1.013246
4118,"kpjwfydy2asd9rwj",02may2025 15:13:00,5,2,2,0,1,0,0,0,0,0,7,"",4,10,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,1,9,2,1,1,0,0,1,"",1,0,0,2,2,2,2,2,2,3,2,2,1,,2,0,0,0,0,0,0,1,0,1,,1,0,4,4,4,4,,0,0,0,1,0,1,1,6,2,3,0,0,0,0,1,2,2,2,2,2,,2,2,4,2,2,2,2,3,2,0,0,1,0,0,1,1,0,3,2,4,1,3,0,0,0,0,1,4,3,"",,"",1,2,2,2,3,4,4,4,3,1,3,,,,,,,,"",,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,,,0,0,0,0,0,0,0,0,1,,3,7,1,2,2,1,0,0,0,0,0,0,1,3,,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","33175",3,950.42,1,1,02may2025 14:57:00,"spanish",.7036431
4132,"fj6cm5u3npme63ez",02may2025 16:13:00,6,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,49,2,1,1,0,0,1,"",1,0,0,2,2,2,2,2,2,2,2,2,2,,2,0,0,0,1,0,0,1,0,0,1,,0,2,5,2,2,,0,0,0,1,0,1,1,7,1,4,0,0,0,0,1,1,1,2,2,3,,3,4,3,2,3,1,2,2,1,0,1,1,0,0,1,1,0,1,1,2,2,2,0,0,0,0,1,3,3,"",,"",2,1,1,1,2,5,5,3,1,1,3,,,,,,,,"",,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,3,1,2,2,1,0,0,0,0,0,1,0,0,4,1,3,2,2,4,0,0,0,0,1,0,0,,3,,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","93943",1,2253.46,6,6,02may2025 15:34:00,"spanish",1.627388
4133,"pcjjf81gx1m6nq3k",02may2025 15:50:00,3,1,2,0,1,0,0,0,0,0,7,"",4,14,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,2,2,1,1,0,0,3,"",1,0,0,2,2,2,2,2,2,1,2,2,2,,2,0,0,0,0,0,0,1,0,0,0,,0,5,5,2,3,,0,0,0,0,1,2,1,7,2,3,0,0,0,0,1,3,4,2,2,2,,2,7,4,2,2,2,2,2,2,0,0,1,0,0,1,0,0,4,2,2,2,1,0,0,0,0,1,2,1,"",,"",2,1,2,1,4,5,4,3,2,1,3,,,,,,,,"",,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,2,1,2,1,0,0,0,0,0,1,0,0,0,4,1,2,2,2,4,1,0,0,0,0,0,0,,3,,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","60634",3,948.66,1,2,02may2025 15:34:00,"spanish",.5143708
4143,"m2mvr70tb7pmv6w1",02may2025 16:05:00,3,2,2,0,1,0,0,0,0,0,10,"",2,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,14,2,2,1,1,0,1,"",0,1,0,2,2,2,2,3,2,1,2,2,,3,2,0,0,0,0,0,0,0,0,0,,0,1,5,4,3,,2,1,0,0,0,0,3,2,7,3,5,0,0,0,0,1,3,4,2,5,,3,2,10,3,2,2,2,2,1,2,0,0,0,0,1,0,0,0,1,2,4,3,3,0,0,0,0,1,3,,"",3,"",3,1,3,2,4,5,5,3,2,1,3,,,,,,,,"",,1,1,1,1,1,0,1,1,0,1,0,1,1,0,2,5,2,2,2,0,0,0,0,0,1,1,0,0,2,4,5,2,2,4,0,0,0,0,0,0,1,1,3,,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","91702",3,660.73,1,2,02may2025 15:53:00,"spanish",.644793
4146,"by1jbc1vs6m8br62",02may2025 16:02:00,2,1,2,0,1,0,0,0,0,0,21,"",3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,3,1,4,1,2,1,1,0,0,5,"",1,0,0,1,2,3,2,3,2,3,3,3,1,,2,0,0,0,0,0,0,0,0,0,0,,1,4,2,1,2,,1,0,0,0,0,2,1,7,1,2,0,0,0,0,1,1,3,1,1,1,,4,3,3,2,2,2,2,2,2,0,0,0,0,0,0,1,0,2,3,2,3,2,0,1,0,0,0,5,3,"",,"",2,3,1,2,3,3,2,3,1,3,2,0,0,0,0,1,0,0,"",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,3,2,0,0,0,0,1,0,0,0,0,4,3,1,3,1,2,0,0,0,0,0,1,0,,4,,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","77001",3,473.15,1,1,02may2025 15:54:00,"spanish",1.312851
4163,"72h1k08c6e8k1dd6",02may2025 16:19:00,2,2,2,0,1,0,0,0,0,0,5,"",3,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,3,2,1,1,0,0,5,"",1,0,0,2,3,2,2,2,1,1,2,2,3,,2,0,0,0,0,0,0,0,0,1,1,,0,3,3,2,3,,0,1,0,0,0,2,1,7,2,3,0,0,0,0,1,1,3,5,3,3,,5,3,3,2,2,2,2,2,2,0,0,1,0,0,0,1,0,4,3,3,3,3,0,0,0,0,1,4,3,"",,"",2,3,2,2,4,4,4,3,3,3,3,,,,,,,,"",,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,2,1,2,1,0,0,0,0,0,0,0,0,1,,2,1,2,2,3,0,0,0,0,1,0,0,,4,,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","90031",3,743.82,1,2,02may2025 16:06:00,"spanish",.9778569
